text,name,date
"Polecam Po zmianie z kanapy początkowo myślałem, że jest trochę za miękki (wybrałem materac średnio twardy), jednak po kilku dniach się przyzwyczaiłem i teraz czuje się bardziej wyspany!",vagstranda,"16 wrz, 2021"
"Super wygodny Dla dorosłych idealny, nie za miękki, nie za twardy. Śpi się na nim wspaniale.",vagstranda,"09 wrz, 2021"
"Materac jest OK, wygodny i Materac jest OK, wygodny i solidny",vagstranda,"30 sie, 2021"
Mega wygodny Mega wygodny,vagstranda,"30 sie, 2021"
"Polecam produkt Wygodny materac, idealny do łóżka malm, polecam",vagstranda,"27 sie, 2021"
Bardzo dobry materac Jeden z najlepszych materacy jaki kupiłem a dodatkowo w korzystnej cenie. Odpowiedni dla mnie facet 90 kg oraz żony - ok 50 kg. Polecam wszystkim którzy mają za sobą niewyspane noce na za miękkich materacach,vagstranda,"26 sie, 2021"
Nie jestem w pełni zadowolona. Nie jestem w pełni zadowolona.,vagstranda,"25 sie, 2021"
"materac Bardzo estetyczny, solidnie wykonany, super układa się do ciała, bardzo dobrze się na nim śpi (dwie osoby z różnicą wagi 40kg - nie odczuwa się żadnego dyskomfortu/zapadania etc), za te cenę bardzo dobry materac. Jeśli miałabym się czegoś czepiać to jest dość wysoki i miękki na obrzeżach przez co mocno się ugina pod ciężarem ciała, no i jak na twardy materac jest moim zdaniem średnio twardy, a nie twardy - poza tym wszystko super.",vagstranda,"23 sie, 2021"
ok ok,vagstranda,"18 sie, 2021"
"Materac Materac bardzo wygodny, dobrze wykonany. Dość wysoki jak na materac.",vagstranda,"09 sie, 2021"
"Mega wygodny Polecam materac układa się idealnie, śpimy we dwójkę z różnicą wagi 20 kg i materac idealnie z nami pracuje. Miałam wątpliwości, że będzie za twardy i wcale tak nie jest. Mam nadzieję, że posłuży nam w idealnym stanie kilka lat.",vagstranda,"08 sie, 2021"
"Super materac. Materac bardzo wygodny, polecam ten twardy.",vagstranda,"05 sie, 2021"
"Polecam Wyśmienity materac. Budzę się wyspany. Jedna uwaga - na łóżku razem z łóżkiem Malm jest wysoki, na granicy komfortu dla osoby 180cm.",vagstranda,"05 sie, 2021"
"Bardzo wygodny, wysoka jakość wykonania, Bardzo wygodny, wysoka jakość wykonania, polecam",vagstranda,"04 sie, 2021"
Zakup w 100% trafiony. Materac Zakup w 100% trafiony. Materac wygodny. Polecam serdecznie,vagstranda,"03 sie, 2021"
"Super, twardy, komfortowy materac Super, twardy, komfortowy materac",vagstranda,"26 lip, 2021"
Super wygodny materac. Gorąco polecam Super wygodny materac. Gorąco polecam,vagstranda,"21 lip, 2021"
Rewelacja Rewelacja,vagstranda,"16 lip, 2021"
Vagstranda Kapitalny materac!!,vagstranda,"13 lip, 2021"
Mial byc twardy Niestety jest bardziej miękki od poprzedniego sułtana ;) Jest tez mały. Mimo ze ma 200cm ma z brzegow jeszcze miejsce. Brzegi materaca sa miękkie słabo usztywnione,vagstranda,"12 lip, 2021"
materac Lubię to! :),vagstranda,"11 lip, 2021"
Super wygodny! Idealny także dla osób z problemami pleców,vagstranda,"07 lip, 2021"
Jest OK Jest OK,vagstranda,"01 lip, 2021"
Polecam Bardzo dobry materac,vagstranda,"23 cze, 2021"
Materac Bardzo dobry,vagstranda,"18 cze, 2021"
Gorąco polecam Gorąco polecam,vagstranda,"18 cze, 2021"
Fajny wysoki materac Fajny wysoki materac,vagstranda,"16 cze, 2021"
Materac spełnił oczekiwania. Idealnie dopasowuje Materac spełnił oczekiwania. Idealnie dopasowuje się do kręgosłupa. Świetny na bol kręgosłupa.,vagstranda,"13 cze, 2021"
"Twardość materaca źle skategoryzowania, raczej Twardość materaca źle skategoryzowania, raczej miękki niż twardy",vagstranda,"12 cze, 2021"
Polecam. Materac bardzo wygodny. Polecam. Materac bardzo wygodny.,vagstranda,"10 cze, 2021"
Materac Bardzo wygodny materac już 3 sztuka.,vagstranda,"10 cze, 2021"
Polecam Polecam,vagstranda,"03 cze, 2021"
"fajny materac Materac bardzo wygodny, ani zbyt twardy, ani zbyt miękki - w sam raz.",vagstranda,"02 cze, 2021"
Materac Super wygodny,vagstranda,"29 maj, 2021"
Spoko Spoko,vagstranda,"28 maj, 2021"
"Nie do końca taki jak chcieliśmy Testowaliśmy z śliczniejszą połowicą materace w sklepie. Egzemplarz na wystawie wydawał się ok - twardy i stabilny. Jednak dostarczony, trzeba przyznać, odbiega od niego. Materac o szerokości 160 jest zdecydowanie bardziej miękki. Im bliżej krawędzi tym bardziej się ugina. Przez to można nawet z niego spaść (naprawdę!) Wydarzyło się gdy do łóżka zawitali młodsi domownicy, którzy lubią spac w poprzek, zmuszając rodzica do ""życia na krawędzi"". Przeznaczenie materaca o szer. 160 cm określiłbym dla singla, ale czy za ""tyle"" pieniędzy? Gdyby nie to, że nie ma jak go dostarczyć do sklepu (bo wielki gabarytem i swoje waży) to by się go zwróciło. W obecnej chwili pozostaje chyba złożyć stelaż gvarv i położyć sam materac na podłodze. Na plus, trzeba przyznać, że jest jakościowo jest całkiem w porządku. Jak dzieciaki przestaną nachodzić rodziców może będzie lepiej. Tylko kiedy to nastąpi? :)",vagstranda,"19 maj, 2021"
"Polecam Wart polecenia, twardy, wysoki dobrze sie spi",vagstranda,"18 maj, 2021"
Bardzo wygodny materac Bardzo wygodny materac,vagstranda,"18 maj, 2021"
Wygodny Wygodny,vagstranda,"17 maj, 2021"
Świetny Świetny materac bardzo wygodny,vagstranda,"17 maj, 2021"
Kolejny materac kupiony w IKEA Kolejny materac kupiony w IKEA który spełnia moje oczekiwania.,vagstranda,"16 maj, 2021"
Jestem bardzo rozczarowana tym materacem Jestem bardzo rozczarowana tym materacem gdyż miał być bardzo podobny do hyllestad którego mam i jestem bardzo zadowolona a ten w ogóle go nie przypomina. Jest okropnie sprężynowy jak starodawny dziadkowy tapczan. W ogóle nie jestem zadowolona i każdemu bym odradzała zakup tego modelu.,vagstranda,"14 maj, 2021"
Ok Ok,vagstranda,"12 maj, 2021"
super super,vagstranda,"10 maj, 2021"
DRAMAT W sklepie wydawało sie okej. W domu ten materac jest 10x twardszy niż ten co testowałam. Straszny ból pleców po 2 miesiacach spania na nim nie miną! Nie polecam!,vagstranda,"10 maj, 2021"
Jest ok Jest ok,vagstranda,"07 maj, 2021"
"Bardzo dobry wysoki materac, (mały Bardzo dobry wysoki materac, (mały minus to to że nie pasuje na wszystkie prześcieradła).",vagstranda,"03 maj, 2021"
Bardzo dobry materac dla ciężkich ludzi Jestem bardzo zadowolona. Nie ugina się za bardzo a jestem dość ciężka. Wygodny.,vagstranda,"30 kwi, 2021"
"Fantastyczny materac, mega wygodny. Wart Fantastyczny materac, mega wygodny. Wart swojej ceny. Polecam.",vagstranda,"27 kwi, 2021"
Materac bardzo wygodny. Na początku Materac bardzo wygodny. Na początku bolały mnie plecy ale teraz jest ok. Polecam,vagstranda,"24 kwi, 2021"
Mega wygodny Mega wygodny,vagstranda,"23 kwi, 2021"
Materac super. Córka jest bardzo Materac super. Córka jest bardzo zadowolona.,vagstranda,"15 kwi, 2021"
"Bardzo wygodny materac! Szczerze polecam materac. Szukaliśmy z mężem twardego pojedyńczego materaca w rozm. 160 cm, aby był wygodny dla nas obojga. Nie chciałam dwóch różnych. Trochę obawiałam się, że dla mnie może być za twardy (mąż jest 20 kg cięższy), ale niepotrzebnie. Codziennie rano wstaję i w końcu nie boli mnie kręgosłup. Bardzo wygodny!",vagstranda,"12 kwi, 2021"
super super,vagstranda,"31 mar, 2021"
Super Bardzo wysoki i super elastyczny wygodny materac,vagstranda,"30 mar, 2021"
Materac Materac bardzo dobry (przynajmniej na razie) jestem zadowolona.,vagstranda,"14 mar, 2021"
Jest super🙂 Jest super🙂,vagstranda,"13 mar, 2021"
Wygodny Wygodny,vagstranda,"12 mar, 2021"
 Przyjemnie twardy. Godny polecenia,vagstranda,"18 lis, 2020"
 Najwyższa jakość,vagstranda,"10 lis, 2020"
 Super,vagstranda,"29 paź, 2020"
" Mega wygodny, idealny dla dwóch puszystych osób.",vagstranda,"28 paź, 2020"
" wygodny, polecam",vagstranda,"26 paź, 2020"
Super materac Wszystko ok,akrehamn,"29 paź, 2024"
polecam wygodny materac,akrehamn,"14 paź, 2024"
fajny materac dla dziecka Jest okej mi się dobrze z dzieckiem śpi i dziecku się dobrze śpi,akrehamn,"14 paź, 2024"
"Materac Akrehn Wygodny, układa się pod naciskiem ciała, można się wyspać 👍",akrehamn,"14 wrz, 2024"
"Materać bardzo wygodny Materac jest bardzo wygodny, dopasowuje się do kształtu ciała, śpi się na nim komfortowo. Rano nie chce się wstawać :)",akrehamn,"07 wrz, 2024"
Materac Odpowiedni stosunek ceny do jakości,akrehamn,"11 lip, 2024"
"Jest ok Materac jedt twardy, natomiast sztuczne materiały powodują że się pocisz",akrehamn,"01 lip, 2024"
"Bardzo wygodny materac Materac bardzo wygodny, dla osób, które mają problem z kręgosłupem. Twardość średnia sprawia, że podczas snu kręgosłup nie wygina się nadmiernie i nie ma rano bólu.",akrehamn,"30 cze, 2024"
"Świetny To już drugi materac z tej serii, który użytkuje, bardzo wygodny, zwłaszcza dla osób które lubią „wtopić się” w materac",akrehamn,"25 cze, 2024"
"Super wygodny materac Używam tego modelu materaca od wielu lat, przyszedł czas na nowy. I nadal sprawuje się super! Polecam tym którzy mają problemy z bolącymi plecami. Mi na tym materacu śpi się super!",akrehamn,"14 maj, 2024"
Rewelacja Bardzo wygodny!,akrehamn,"13 maj, 2024"
Rewelacja Na problemy z kręgosłupem idealny,akrehamn,"11 maj, 2024"
Bardzo dobry Super wygodny,akrehamn,"12 kwi, 2024"
Super materac Materac użytkujemy już blisko miesiąc. Jest twardy. Ale bardzo przyjemny 🙂,akrehamn,"11 kwi, 2024"
"Dobry materac Solidny, pozwalajacy sie wyspac materac. Testowany miesiac, na ten moment moge polecic.",akrehamn,"02 kwi, 2024"
"Idealny Dla nas idealny, szukaliśmy materaca twardego, który się w ogóle nie zapada jak się na nim siada itd. I ten materac to strzał w 10! Dla nas jest niesamowicie wygodny. Polecamy tym, którzy szukają twardego materaca.",akrehamn,"02 kwi, 2024"
"Cudowny materac! To jest kolejny materac z Ikea w naszym domu, są niezwykle wygodne, solidne. Polecam!!",akrehamn,"01 kwi, 2024"
"Akrehamn materac Doskonała jakość skróty, bardzo dobre wykonanie. Materac bardzo wygodny, bardzo. Polecam",akrehamn,"21 mar, 2024"
Wygodne podkładki. Pasują do krzeseł.,akrehamn,"28 lut, 2024"
"Wszystko gra. Drugi materac na drugie łóżko, dla mnie super. Szukałem materaca który pod ciężarem 100kg będzie dalej twardy.",akrehamn,"21 lut, 2024"
bardzo przyjemny materac bardzo dobrze wykonany,akrehamn,"17 sty, 2024"
"Mam 110 kg 186cm , jak dla mnie bardzo wygodny. Wygodny",akrehamn,"17 sty, 2024"
Super wygodnie Materac w wersji twardej jest bardzo wygodny.,akrehamn,"15 sty, 2024"
"Materac piankowy Materac polecam jest bardzo wygodny.Dzięki aplikacji , która pomogła mi dokonać odpowiedniego wyboru polecam!",akrehamn,"11 sty, 2024"
"Dobry produkt , warto kupić. Funkcjonalność , bardzo dobra jakość , prosty montaż.",akrehamn,"08 sty, 2024"
"Jak dla mnie twarde i plecy również mnie nie bolą dlatego jedno głośnie polecam ten materac Twardy materac jak dla osób, które bolą plecy. Bardzo polecam",akrehamn,"07 sty, 2024"
🖐 Jak na razie dobrze i wygodnie się śpi ( materac zakupiony miesiąc temu),akrehamn,"27 lis, 2023"
"E. Wszystko w dobrym stanie dostarczone, produkty zgodne z oczekiwaniami.",akrehamn,"15 lis, 2023"
"Wygodny Kto lubi twarde materace, ten będzie zadowolony. Śpię na nim od dwóch tygodni i mam nadzieję, że ten poziom komfortu się utrzyma!",akrehamn,"13 lis, 2023"
Super Super,akrehamn,"11 lis, 2023"
na razie jest super! na razie jest super!,akrehamn,"02 lis, 2023"
super polecam super polecam,akrehamn,"20 paź, 2023"
"Materac Siostrą zadowolona i składa reklamację, że za dobrze jej się śpi 😀",akrehamn,"18 paź, 2023"
"Super wygodny, użytkuję około 1 Super wygodny, użytkuję około 1 miesiąca",akrehamn,"12 paź, 2023"
Produkt spełnił moje oczekiwania i Produkt spełnił moje oczekiwania i jestem zadowolona.,akrehamn,"09 paź, 2023"
"Mogłabym leżeć na nim cały dzień Mogłabym leżeć na nim cały dzień i całą noc :) Super, że można sobie na spokojnie wybrać i potestować w sklepie. Bez pośpiechu. Jesteśmy ogromnie zadowoleni. Od miesiąca nie bolą mnie plecy i nie wiem co to ból głowy. Komfort życia i snu, dzięki zmianie materaca ogromny. Nie wierzyłam, ale teraz wiem, że to możliwe!",akrehamn,"28 wrz, 2023"
"Materac bardzo wygodny, spełnił moje Materac bardzo wygodny, spełnił moje oczekiwania.",akrehamn,"19 wrz, 2023"
Ok Ok,akrehamn,"12 lip, 2023"
Wygodny materac Wygodny materac,akrehamn,"06 lip, 2023"
super wygląda super wygląda,akrehamn,"04 lip, 2023"
"Najlepszy materac Jest to najlepszy materac, na jakim przyszło nam spać. Cena powala, ale warto zainwestować.",akrehamn,"03 lip, 2023"
"Materac piankowy Bardzo wygodny, inna jakość spania niż dotychczas. Szczególnie odpowiedni do problemów z kręgosłupem, jakie mam.",akrehamn,"01 lip, 2023"
"Świetny materac Bardzo dobrej jakości materac. Świetnie podpiera kręgosłup, jednocześnie daje uczucie miękkości, nie wpija się w ciało. Wygodny do spania na wznak, na boku i na brzuchu. Szukałam materaca odpowiedniego dla mnie do mojego kręgosłupa skrzywionego na wysokości krzyżowo lędźwiowej i ten materac okazał się bardzo dobry. Czuję znaczne zwiększenie komfortu i podparcia kręgosłupa po kilku latach spania na sprężynowym materacu. Bardzo polecam.",akrehamn,"08 cze, 2023"
"Rewelacja Super się na nim śpi, pokrowiec bez problemu można wybrać .dla mnie rewelacja",akrehamn,"31 maj, 2023"
"Materac piankowy Serdecznie polecam. Materac twardy, wygodny, bez zbędnych sprężyn. Sen przyjemny, bez bólu pleców.",akrehamn,"26 maj, 2023"
materac najlepszy jaki dotąd kupiłam. Polecam,akrehamn,"16 maj, 2023"
Nareszcie się wysypiam i wstaje Nareszcie się wysypiam i wstaje bez bólu kręgosłupa. Polecam!,akrehamn,"13 maj, 2023"
"Twardy, wygodny materac Twardy, wygodny materac. Mam przewlekły problem z bólem pleców, materac użytkuję go od 4 m-cy wraz z poduszką ortopedyczną. Wysypiam się, materac dobrze podpiera ciało, dzięki czemu poprawił się komfort mojego snu. Sam pokrowiec jest nieco luźny, ale póki co nie przesuwa się, tak jak miałem w poprzednim materacu MYRBACKA.",akrehamn,"09 maj, 2023"
"Materac Materac bardzo wygodny, tylko trochę za drogi",akrehamn,"07 maj, 2023"
Ok Ok,akrehamn,"05 maj, 2023"
"Materac Materac jest wspanialy,,,miekki , wygodny.-czyli wszystko co wplywa na dobry sen. Zbigniew",akrehamn,"28 kwi, 2023"
Jest super Jest super,akrehamn,"25 kwi, 2023"
"Wygodny Po około 3 miesiącach spania na materacu, uważam, że to był to dobry wybór. Polecam.",akrehamn,"15 kwi, 2023"
Super Super,akrehamn,"14 kwi, 2023"
Produkt spełnia oczekiwania. Produkt spełnia oczekiwania.,akrehamn,"11 kwi, 2023"
"Materac Bardzo wygodny, dobrze wykonany. Nie mam zastrzeżeń.",akrehamn,"09 kwi, 2023"
"Materac jest bardzo ciężki i Materac jest bardzo ciężki i jest trochę kłopotu przy zakładaniu prześcieradła i obracaniu materaca przy odkurzaniu i czyszczeniu. Poza tym wygodny i lekko sprężysty. Byłoby super gdyby był trochę tańszy, ale widocznie jakość została tak skalkulowana",akrehamn,"04 kwi, 2023"
Super Najlepszy materac jak dotąd miałam. Idealna twardość.,akrehamn,"03 kwi, 2023"
Polecam Bardzo wygodny,akrehamn,"29 mar, 2023"
"Wygodny i lekki, polecam Wygodny i lekki, polecam",akrehamn,"28 mar, 2023"
Cienki i miękki. Nie tego Cienki i miękki. Nie tego się spodziewałam.,akrehamn,"12 mar, 2023"
Drogi ale komfortowy. Drogi ale komfortowy.,akrehamn,"02 mar, 2023"
"Materac wygodny, o odpowiedniej twardości Materac wygodny, o odpowiedniej twardości",akrehamn,"26 lut, 2023"
Super Super,akrehamn,"24 lut, 2023"
super super,akrehamn,"19 lut, 2023"
jest ok Przemyślałam zakup i wybrałam właściwy materac. Nie mam zastrzeżeń. Budzę się wyspana.,akrehamn,"10 lut, 2023"
Bardzo dobry Bardzo dobry,akrehamn,"06 lut, 2023"
Super Dzięki konsultacja z fizjoterapeutą Ikea udało mi się dobrac idealny materac dla rodziców.,akrehamn,"21 sty, 2023"
"Bylejakość, tandeta, drożyzna, mały asortyment Asortyment i jakość - beznadziejne! Ceny z kosmosu. Brak obsługi! i Drożyzna nie adekwatna! brak części zamiennych!!!",akrehamn,"21 sty, 2023"
"Materac idealny Mam kłopot z kręgosłupem lędźwiowym dlatego zależało mi żeby wybrać materiał odpowiedni dla siebie właśnie pod kątem dolegliwości pleców. No i się udało. Moje plecy czują różnicę, wreszcie śpię w nocy nie budząc się kilka razy w ciągu nocy. Testuję go już 3 miesiąc i czuję dużą poprawę. Do tego odpowiednią poduszka. Polecam. Baaardzo wygodny do spania.",akrehamn,"17 lis, 2022"
bardzo wygodny materac MAterac swietnie się sprawdza nie za miękki nie za twardy,akrehamn,"26 paź, 2022"
super materac teraz już nie super materac teraz już nie bolą plecy,akrehamn,"21 paź, 2022"
materac Jak do tej pory jestem bardzo zadowolona,akrehamn,"16 paź, 2022"
brać z BELKĄ Koniecznie brac belkę niezaleznie co mówi Obsługa bo sie inaczej łóżka nie złoży. Musiałam drugi raz płacić za przesyłkę,akrehamn,"21 wrz, 2022"
Materac zgodny z opisem. Bardzo Materac zgodny z opisem. Bardzo konfortowy. Super sen.,akrehamn,"14 wrz, 2022"
"Materac rozchodzi się na boki, Materac rozchodzi się na boki, czyli skrajna sprężyna jest za słaba.",akrehamn,"10 wrz, 2022"
Wygodny Wygodny,akrehamn,"09 wrz, 2022"
super super,akrehamn,"05 wrz, 2022"
Bardzo wygodny. Materac bardzo wygodny i zapewnia komfort podczas snu. Polecam.,akrehamn,"22 sie, 2022"
Bardzo wygodny Bardzo wygodny,akrehamn,"02 sie, 2022"
"Super materac Dla mnie idealny nie za twardy nie za miękki , w sam raz ........i za bardzo rozsądna cenę...w porównaniu włoskie materace za 4 to pieniądze wyrzucone w bloto",akrehamn,"23 lip, 2022"
super super,akrehamn,"20 lip, 2022"
Super Super,akrehamn,"11 lip, 2022"
"Polecam, wygodny materac. Pianka dopasowuje Polecam, wygodny materac. Pianka dopasowuje się do ciała.",akrehamn,"10 cze, 2022"
Materac Bardzo fajny materac twardy.,akrehamn,"29 maj, 2022"
"Bardzo wygodny materac!!!! Nie za twardy, nie za miękki. Bardzo wygodnie się śpi. Spełnił moje oczekiwania.",vatnestroem,"28 paź, 2024"
"Najlepszy wśród dostępnych materacy Bardzo dobry materac, o wygodnej dla mnie twardości i zadowalającej jakości wykończenia. Przyjemnie balansuje ciężar ciała, nie jest ani za miękki, ani nie uciska, ma się wrażenie, że pracuje całym swoim przekrojem.",vatnestroem,"06 paź, 2024"
"Bardzo dobry produkt Rewelacyjny materac ,jesteśmy bardzo zadowoleni",vatnestroem,"21 lip, 2024"
"Super Pierwszy wybór materaca z IKEA był nietrafiony (materac okazał się w rzeczywistosci dużo twardszy niż ten w sklepie). Posłuchaliśmy więc sugestii pracowniczki działu z materacami i wymieniliśmy na ten, który faktycznie okazał się niezwykle wygodny.",vatnestroem,"11 mar, 2024"
Bardzo wygodny materac z wieloma warstwami amortyzującymi. Towar był kupiony w dziale przecen. Ze względu na duże rozmiary produkty uzyskałem pomoc w dziale przecen jaki i w dziale obsługi klienta.,vatnestroem,"05 mar, 2024"
Polecam ! Polecam !,vatnestroem,"29 lis, 2023"
Jedyny problem w instalacji to Jedyny problem w instalacji to trudność wniesienia przez standardową klatkę schodową i drzwi,vatnestroem,"27 paź, 2023"
Choć jest jest najdroższym materacem Choć jest jest najdroższym materacem w ofercie Ikea ale za to spełnia oczekiwania,vatnestroem,"08 paź, 2023"
Bardzo wygodny Bardzo wygodny,vatnestroem,"27 wrz, 2023"
materac jak dla mnie stanowczo za miekki chociaz oceniany jako twardy.,vatnestroem,"28 cze, 2023"
super materac super materac,vatnestroem,"28 cze, 2023"
"Spanie Jestem b. zadowolona, materac spełnia moje oczekiwania.",vatnestroem,"20 cze, 2023"
Materac Materac zakupiony z wystawki wyprzedażowej. Jak na chwilę obecną jest wszystko dobrze.,vatnestroem,"07 cze, 2023"
Bardzo wygodny Bardzo wygodny,vatnestroem,"17 maj, 2023"
"Za miękki, mógłby być 2 Za miękki, mógłby być 2 stronny i tańszy.",vatnestroem,"04 maj, 2023"
"Dobry produkt, przydaje się bardzo Dobry produkt, przydaje się bardzo",vatnestroem,"02 maj, 2023"
Dobre Najwygodniejszy z dotychczasowych,vatnestroem,"02 kwi, 2023"
;) ;),vatnestroem,"18 mar, 2023"
M Trudno znaleźć górę i dół produktu,vatnestroem,"14 lut, 2023"
"Rewalacyjny materac. Mamy dodatkowo jeszcze Rewalacyjny materac. Mamy dodatkowo jeszcze nakładkę piankową i jakość spania doskonała. Mamy materac 180 x 200 I jest on duży i dosyć ciężki, należy wziąć to pod uwagę przy transporcie.",vatnestroem,"06 lut, 2023"
Komfort!! i wygoda!!polecam wszystkim Komfort!! i wygoda!!polecam wszystkim,vatnestroem,"04 sty, 2023"
Mega niewygodny Materac niby twardy ale zapada się w niektórych miejscach . Odkąd go kupiłam ani razu się nie wyspalam,vatnestroem,"26 gru, 2022"
Pozytywnie Jestem zadowolona,vatnestroem,"25 lis, 2022"
"Materac Bardzo dobra jakość ,sprawdza się w użytkowaniu zgodnie z opisem,polecam",vatnestroem,"22 paź, 2022"
"Bardzo wygodny materac, twardy, sprężysty. Bardzo wygodny materac, twardy, sprężysty.",vatnestroem,"13 wrz, 2022"
"Wielki, ciężki, twardy, ale wygodny, Wielki, ciężki, twardy, ale wygodny, osoba kładąca się lub wstająca obok nie budzi mnie",vatnestroem,"11 sie, 2022"
Super Super,vatnestroem,"24 maj, 2022"
Super Jedyny minus to wysoka cena,vatnestroem,"21 maj, 2022"
Materac VATNESTROM Rewelacyjny materac,vatnestroem,"11 maj, 2022"
"Materac tak naprawdę nie jest Materac tak naprawdę nie jest twardy. Jeśli ktoś poszukuję bardzo twardego materaca, to proponuję szukać dalej :) Szybko się wyrabia. Pomimo tego śpi się na nim komfortowo.",vatnestroem,"16 kwi, 2022"
"materac jest miękki jeśli ktoś lubi miękkie materace to OK, ale opisywać go jako twardy/bardzo twardy to trzeba nienawidzieć swoich klientów. nie jest to łatwa rzecz do transportu.",vatnestroem,"11 kwi, 2022"
Bardzo polecam. Śpi się świetnie. Bardzo polecam. Śpi się świetnie.,vatnestroem,"09 kwi, 2022"
Super Super wygodny. W sam raz twardy.,vatnestroem,"05 kwi, 2022"
Suuper Suuper,vatnestroem,"05 mar, 2022"
Wszystko ok Wszystko ok,vatnestroem,"01 mar, 2022"
"materac idealny materac. Dzięki niemu przestał boleć mnie kręgosłup :) Jeden z niewielu, który się nie zwija, więc lepiej zamówić dla niego transport.",vatnestroem,"20 gru, 2021"
"niewygodny Materac bardzo twardy i niewygodny, musiałam go wymienić.",vatnestroem,"17 lis, 2021"
super materac super materac,vatnestroem,"01 lis, 2021"
"super materac wygodny, komfortowy, najlepszy na jakim spałam ❤️",vatnestroem,"18 lip, 2021"
Zakupy plus smaczne produkty konsumpcyjne to sama przyjemność. Gratulujemy nowego wystroju sali konsumpcyjnej. Bardzo oryginalny wystrój a szczególnie tabliczki na stołach dotyczące dezynfekcji.,vatnestroem,"30 cze, 2021"
Znakomity materac Materac jest bardzo wygodny.,vatnestroem,"21 maj, 2021"
"Materac wygodny, śpi się dobrze. Materac wygodny, śpi się dobrze.",vatnestroem,"29 kwi, 2021"
Ok Ok,vatnestroem,"13 mar, 2021"
 Dla osob ktore nie spaly na materacu sprezynowym trzeba 3-4 dni by sie przyzwyczaic. B dobry materac dla osob z problemami kregoslupa /twardy/,vatnestroem,"20 paź, 2020"
 Pełen komfort!,vatnestroem,"08 paź, 2020"
" materac super, mega wygodny. Jedna uwaga, jest taki trik, że materac waży ponad 50 kg, a z tego co pamiętam 51 i już niełapie się na pierwszy przedział cenowy transportu. Dobrze o tym pamiętać, że koszta transportu są wyższe. Na stronie nie było tej informacji, dopiero w sklepie na miejscu pracownik ikea poinformowął nas o tym niuansiku.",vatnestroem,"05 paź, 2020"
 Wygodny. Wspaniały materac,vatnestroem,"27 wrz, 2020"
" 7 lat temu kupiłam w IKEI materac Sultan Haslum - bajka. Do dziś nie zmienił swoich właściwości, jest identyczny jak w dniu zakupu, wygodny i tego oczekiwałam od następcy czyli Vatnestrom. Niestety następca, to jedna wielka porażka. Męczę się od miesiąca. Materac pokazowy w sklepie jest równy, ten zaś który mam w domu wyraźnie zapada się po środku (na wysokości pośladków ) w efekcie czego sprężyny, które są powyżej z dużym naciskiem ""atakują"" plecy /kręgosłup lędźwiowy. Wstaję obolała i zrozpaczona. Gorąco odradzam zakup tego bubla",vatnestroem,"21 wrz, 2020"
 naprawde czuje sie ze to naturalne produkty jestem zadowolona,vatnestroem,"04 wrz, 2020"
" jest bardzo twardy, zastanawiam się czy go nie wymienić. Wstajemy codziennie rano połamani. Nie polecam. Zawsze miałam twarde materac ale nie z Ikei-ten jest mega twardy.",vatnestroem,"10 sie, 2020"
 Materac po pierwszym położeniu się na nim wyraźnie się zapadł na środku i jest niższy niż na brzegach. Czy tak ma być?,vatnestroem,"05 cze, 2020"
" Lepszego materaca nigdy nie miałam. Ultrawygodny - kształt dostosowuje się do ciała. Budzę się naprawdę wypoczęta, a mam poważne problemy z kręgosłupem. W razie wątpliwości lepiej kupić twardszy materac, a gdyby okazał się zbyt twardy można na wierzch położyć np. lateksowy cienki materacyk. Odwrotnie się nie da. J",vatnestroem,"28 mar, 2020"
"Doskonały Materac jest bardzo wygodny, idealnie pasuje nam jego twardość. Doskonale się na nim wysypiamy, nie przenosi drgań. Drugi materac kupiliśmy dla córki i jrównież est bardzo zadowolona. Polecamy!!!",anneland,"14 paź, 2024"
"Twardy, Twardy, tak jak się spodziewaliśmy, spełni moje oczekiwania",anneland,"15 maj, 2024"
"Materace na ekspozycji w sklepie były dobre Jeszcze nie użyte, może po kilku miesiącach spania należałoby dodać tę opinie.",anneland,"10 kwi, 2024"
"Super Dlugi się zastanawialiśmy i testowaliśmy w Ikea który wybrać i ten wygrał- śpi się na nim cudownie , dopasowuje się do ciała pod wplywm ciepla,ale z drugiej strony to materac twardy",anneland,"29 lut, 2024"
"Wygodny! Jeśli lubisz twarde, piankowe materace, to wypróbuj ten. Nie wiem jak będzie zachowywał się z czasem, bo użytkuję od paru dni.",anneland,"01 lut, 2024"
super super,anneland,"29 sty, 2024"
"Materac Bardzo wygodny materac. Super się śpi. Jedynie nie wygodnie siada się na brzegu bo wtedy mocno się ugina i człowiek się zsuwa. Trzeba siadać trochę głębiej. Mąż ma problemy z rwą kulszową, a ten materac zapewnia mu odpowiednie podparcie i nie powoduje bólu.",anneland,"25 sty, 2024"
Bardzo dobry produkt Bardzo dobry materac,anneland,"18 gru, 2023"
"Materac Materac nie osiągnął parametrów ,mniejsza wysokość niż podano, jeden róg zapadnięty, materiał na wierzchu pofalowany. Zwróciłam",anneland,"05 gru, 2023"
Bardzo wygodny Ok,anneland,"30 lis, 2023"
"super nareszcie skończyły się problemy z bólem kręgosłupa rano - trochę było obaw przy zakupie, że za twardy, ale w trakcie pierwszego miesiąca użytkowania okazało się, że rano wstajemy mega wypoczęci polecam !!!",anneland,"10 lis, 2023"
Polecam :) Polecam :),anneland,"22 paź, 2023"
